prediction_label,prediction_score
1,0.7620070052984426
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
0,0.4120619407464215
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
1,0.5239206961196031
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
1,0.741222491314064
0,0.3311474191383972
0,0.24928720371882
1,0.7430770065355726
1,0.7630955879672737
0,0.24928720371882
0,0.24928720371882
0,0.3414557784412312
1,0.6992409006484563
0,0.4822281325436672
0,0.3311474191383972
0,0.3311474191383972
0,0.4743627679059135
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.760741120070466
0,0.3904030210900436
1,0.6859304118238697
0,0.3203919178418271
0,0.3428074420574781
0,0.4407905972477771
1,0.5246944644817529
1,0.7382829428385373
1,0.6777571060907502
0,0.4401549666010029
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
1,0.741222491314064
0,0.24928720371882
0,0.3311474191383972
1,0.7217562754920296
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
0,0.327235920460111
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.378428026642849
1,0.7149348962122503
1,0.5784109846342549
1,0.5247120265904069
0,0.3593630111464629
1,0.5247120265904069
1,0.7605568276094831
1,0.7630955879672737
0,0.4120619407464215
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
1,0.7630955879672737
0,0.24928720371882
1,0.5069472110386344
1,0.5069472110386344
0,0.3414557784412312
0,0.4407905972477771
0,0.4407905972477771
0,0.3170062523586966
0,0.3593630111464629
0,0.24928720371882
1,0.7194958226555862
1,0.7194958226555862
1,0.5784109846342549
1,0.6596507050509972
1,0.7385462640296188
1,0.7650669900515622
1,0.7650669900515622
1,0.7630955879672737
1,0.7385462640296188
1,0.7056692257600379
0,0.3593630111464629
1,0.7650669900515622
1,0.760741120070466
1,0.7588023528507692
0,0.3593630111464629
1,0.7541037943174044
0,0.4120619407464215
0,0.4120619407464215
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
0,0.4680172717744666
0,0.4442310464398788
0,0.24928720371882
0,0.24928720371882
1,0.7149348962122503
1,0.7605568276094831
1,0.7630955879672737
1,0.7630955879672737
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
0,0.24928720371882
1,0.7238159981338
1,0.6856641643979746
1,0.7166094964307054
0,0.3781079802660074
0,0.24928720371882
1,0.7166094964307054
0,0.4328165515984375
0,0.4120619407464215
0,0.24928720371882
0,0.4328165515984375
0,0.4328165515984375
1,0.725411336272788
1,0.7630955879672737
1,0.7630955879672737
1,0.7117179714683831
1,0.7630955879672737
1,0.7630955879672737
1,0.7620070052984426
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
1,0.7630955879672737
