timestamp,open,high,low,close,volume,provider,atr_14,ema_8,ema_20,ema_50,rsi_14,bb_bbm,bb_bbh,bb_bbl,bb_bandwidth,vwap,vwap_dist,volume_zscore,range_atr_ratio,ema_bull_cross,ema_bear_cross,rsi_overbought,rsi_oversold,bb_squeeze
2025-08-04 19:22:00,1.15705,1.15705,1.15697,1.15698,324,alltick,0.00014569517814318206,1.1569932746943465,1.1569277108492586,1.1568886589320473,52.953705190294265,1.1569015,1.1572178716169317,1.1565851283830684,0.0005469292190072437,1.1568138438476752,0.00014363257598308583,-1.287119466078713,0.549091610439145,1,0,0,0,0
2025-08-04 19:23:00,1.15698,1.15709,1.15698,1.15707,587,alltick,0.0001431455225615301,1.1570103247622696,1.1569412621969484,1.1568957703464768,56.18578450114074,1.1569175,1.1572339727476417,1.1566010272523584,0.0005470964829241201,1.1568157478600012,0.0002197862023137206,-0.792744567699058,0.768448764806959,1,0,0,0,0
2025-08-04 19:24:00,1.15706,1.1571,1.15706,1.1571,124,alltick,0.00013577798523570938,1.1570302525928764,1.1569563800829534,1.1569037793524974,57.240304015478316,1.1569435000000001,1.15722868590428,1.1566583140957203,0.0004929988444203866,1.1568161934863963,0.00024533414660144116,-1.490524387264237,0.29459856787976607,1,0,0,0,1
2025-08-04 19:25:00,1.15712,1.15713,1.15706,1.15713,306,alltick,0.00013107955771887402,1.1570524186833484,1.1569729153131483,1.1569126507504388,58.32060717920281,1.156969,1.1572234720023888,1.156714527997611,0.00043989424502977693,1.1568174028362006,0.00027022169880310025,-1.1132295112515478,0.534026824763502,1,0,0,0,1
2025-08-04 19:26:00,1.15711,1.15715,1.1571,1.15715,400,alltick,0.00012528816073894614,1.1570741034203822,1.15698978052142,1.156921958564147,59.063145602895325,1.156991,1.157227550206087,1.1567544497939133,0.0004089058706365327,1.1568190699481216,0.00028606898042680333,-0.8669870931590767,0.39908000648253467,1,0,0,0,1
2025-08-04 19:27:00,1.15712,1.1572,1.15709,1.15712,879,alltick,0.00012419614925759674,1.1570843026602973,1.1570021823765229,1.1569297248949648,57.41092499488869,1.1569995,1.1572416962014558,1.1567573037985441,0.00041866258620824697,1.1568223485083229,0.0002573009520959309,0.0,0.8856957374089125,1,0,0,0,1
2025-08-04 19:28:00,1.15711,1.15718,1.15711,1.15712,556,alltick,0.000120324995739198,1.1570922354024533,1.1570134031025683,1.1569371866637899,57.41092499488869,1.157006,1.1572537418010744,1.1567582581989255,0.00042824635494449043,1.1568243856863252,0.0002555394901183461,-0.5233576137597296,0.581757760056257,1,0,0,0,1
2025-08-04 19:29:00,1.15712,1.15716,1.15712,1.15712,153,alltick,0.00011458749604354387,1.1570984053130193,1.157023555188038,1.1569443558142296,57.41092499488869,1.1570104999999997,1.157263045045486,1.1567579549545135,0.00043654754297600386,1.1568249413932916,0.00025505899479737865,-1.1233830783593877,0.34907822739088207,1,0,0,0,1
2025-08-04 19:30:00,1.15721,1.15725,1.15715,1.15716,2456,alltick,0.00011568838918328812,1.157112093021237,1.1570365499320343,1.1569528124489656,59.30661810910189,1.1570195,1.1572797671704222,1.156759232829578,0.00044989245284484324,1.1568347558619374,0.00028115004015437795,2.2114949199558676,0.8643909791289115,1,0,0,0,0
2025-08-04 19:31:00,1.15716,1.15718,1.15714,1.15717,593,alltick,0.00011028207567019897,1.15712496123874,1.1570492594623167,1.1569613296078296,59.78850458846307,1.157029,1.157296574288749,1.156761425711251,0.0004625195889627958,1.15683711022158,0.0002877585577768092,-0.4203502842240392,0.36270626715134474,1,0,0,0,0
2025-08-04 19:32:00,1.15718,1.1572,1.15707,1.15709,419,alltick,0.00011169049883661073,1.1571171920745755,1.1570531395135246,1.156966375505562,54.25343751683841,1.157041,1.157296648195768,1.156785351804232,0.00044189997721440406,1.1568383589054656,0.00021752485349157846,-0.6175254397912591,1.1639306955745383,1,0,0,0,0
2025-08-04 19:33:00,1.15709,1.15723,1.15707,1.15715,760,alltick,0.00011514117749113411,1.1571244827246698,1.1570623643217604,1.156973576466128,57.436113452436395,1.1570589999999998,1.1572910258606264,1.1568269741393733,0.00040106141627443216,1.1568411252306756,0.00026699843443298704,-0.13611315000500154,1.3895984346022343,1,0,0,0,1
2025-08-04 19:34:00,1.15715,1.15716,1.15711,1.15716,948,alltick,0.00011048823624175907,1.157132375452521,1.157071662957783,1.1569808871929463,57.961064847988276,1.1570775,1.1572775874808663,1.1568774125191337,0.00034584974794913336,1.1568446172862323,0.0002726232279210214,0.12253180599022895,0.4525368645624732,1,0,0,0,1
2025-08-04 19:35:00,1.15715,1.15715,1.15702,1.15702,495,alltick,0.00011259621936734977,1.1571074031297384,1.1570667426760894,1.1569824210285171,48.87320965793047,1.1570905,1.1572314219642192,1.1569495780357808,0.00024357984828191146,1.1568456144542332,0.0001507422802039444,-0.4668074952244768,1.154568072803876,1,0,0,0,1
2025-08-04 19:36:00,1.15702,1.15702,1.1569,1.1569,529,alltick,0.00011312506084110322,1.157061313545352,1.1570508624212237,1.1569791888313203,42.69403913775577,1.1570855,1.1572448078780204,1.1569261921219796,0.00027536059871190427,1.156845942915858,4.672798869469712e-05,-0.3473441459560676,1.0607729101551722,1,0,0,0,1
2025-08-04 19:37:00,1.1569,1.1569,1.15683,1.15684,703,alltick,0.00011004469935245402,1.157012132757496,1.157030780285869,1.1569737304457786,39.972730372304774,1.157079,1.1572649999999984,1.1568930000000015,0.00032149922347301293,1.1568458955976126,-5.0962687726898554e-06,-0.009749273375410816,0.6361051501064734,0,1,0,0,1
2025-08-04 19:38:00,1.15688,1.15697,1.15688,1.1569,642,alltick,0.00011147007797013327,1.1569872143669413,1.1570183250205481,1.156970839055748,43.828501690003975,1.1570645,1.15725866230324,1.15687033769676,0.0003356118924052832,1.1568462861640525,4.6431264542199544e-05,0.04104252895649487,0.8073915586948783,0,1,0,0,1
2025-08-04 19:39:00,1.1569,1.1569,1.1568,1.15686,421,alltick,0.00011065078668655153,1.156958944507621,1.1570032464471625,1.1569664924261107,41.89638796520365,1.157052,1.1572641885953565,1.1568398114046434,0.00036677451896119427,1.1568463507766686,1.1798648387656868e-05,-0.406062584893826,0.9037441395086164,0,1,0,0,0
2025-08-04 19:40:00,1.15684,1.15686,1.15679,1.15679,387,alltick,0.0001077471590660846,1.156921401283705,1.1569829372617184,1.1569595711544987,38.68261892433926,1.157044,1.1572815205254277,1.1568064794745723,0.0004105643785848981,1.1568461077744225,-4.8500638110366704e-05,-0.43429412577460536,0.6496691013178488,0,1,0,0,0
