timestamp,open,high,low,close,volume,pct_change,target_return_5min,ma_5,ma_15
2025-08-04 18:47:00,1.15697,1.15703,1.15696,1.15701,598.0,0.003457306585308295,-0.01555734176887924,1.156944,1.1569433333333334
2025-08-04 18:48:00,1.15701,1.15706,1.15699,1.15699,950.0,-0.001728593529881639,-0.027657974571937416,1.156978,1.1569473333333335
2025-08-04 18:49:00,1.15701,1.15702,1.15695,1.15698,1687.0,-0.0008643117053841465,-0.031115490328259554,1.156982,1.1569466666666666
2025-08-04 18:50:00,1.15697,1.15701,1.15693,1.15696,962.0,-0.0017286383515613402,-0.0198796846909155,1.156982,1.1569420000000001
2025-08-04 18:51:00,1.15697,1.15701,1.15686,1.15686,1790.0,-0.008643341169967123,-0.028525491416420135,1.15696,1.1569280000000002
2025-08-04 18:52:00,1.15686,1.15688,1.15677,1.15683,1363.0,-0.0025932264923977932,-0.008644312474603844,1.1569239999999998,1.1569153333333335
2025-08-04 18:53:00,1.15683,1.15683,1.15665,1.15667,1564.0,-0.01383089995936615,-0.008645508226201581,1.15686,1.1568886666666667
2025-08-04 18:54:00,1.15667,1.15672,1.15656,1.15662,2051.0,-0.004322754113106342,-0.011239646556338023,1.1567880000000001,1.1568626666666666
2025-08-04 18:55:00,1.15666,1.15673,1.15662,1.15673,2210.0,0.009510470163065499,0.006916047824456761,1.156742,1.1568586666666667
2025-08-04 18:56:00,1.15673,1.15679,1.15652,1.15653,1636.0,-0.01729011956117521,0.0224810424286348,1.156676,1.1568473333333331
2025-08-04 18:57:00,1.15663,1.15678,1.15662,1.15673,4528.0,0.017293109560490016,0.0,1.1566560000000001,1.1568413333333332
2025-08-04 18:58:00,1.15673,1.15673,1.15653,1.15657,2451.0,-0.013832095648935727,0.015563260330098139,1.156636,1.1568246666666666
2025-08-04 18:59:00,1.15655,1.15658,1.1564,1.15649,4870.0,-0.006917004591167064,0.007782168458003724,1.1566100000000001,1.1567933333333333
2025-08-04 19:00:00,1.15658,1.15688,1.15657,1.15681,5226.0,0.02766993229512682,-0.016424477658383285,1.156626,1.1567833333333333
2025-08-04 19:01:00,1.15681,1.15689,1.15679,1.15679,1401.0,-0.001728892385088887,-0.0069156891052024605,1.156678,1.1567713333333332
2025-08-04 19:02:00,1.15678,1.15686,1.15668,1.15673,3174.0,-0.005186766828890743,0.01901913151729495,1.1566779999999999,1.1567526666666665
2025-08-04 19:03:00,1.1567,1.15676,1.15669,1.15675,703.0,0.0017290119561197415,0.020747784741725894,1.156714,1.1567366666666667
2025-08-04 19:04:00,1.15675,1.15681,1.15658,1.15658,695.0,-0.014696347525389175,0.03890781441837632,1.1567319999999999,1.1567100000000001
2025-08-04 19:05:00,1.1565,1.15662,1.15643,1.15662,710.0,0.0034584723927366667,0.031125175079105283,1.1566939999999999,1.1566873333333334
2025-08-04 19:06:00,1.15662,1.15675,1.15662,1.15671,1698.0,0.00778129376977077,0.02334206499468028,1.156678,1.1566773333333333
2025-08-04 19:07:00,1.1567,1.15699,1.1567,1.15695,1562.0,0.02074850221749358,-0.008643415877951366,1.1567219999999998,1.1566853333333331
2025-08-04 19:08:00,1.15694,1.157,1.1569,1.15699,991.0,0.003457366351189428,-0.017286234107471987,1.15677,1.1567066666666668
